post_id,topic_id,topic_date,post_date,topic,post,category_id,category,user_id_author,username,email,user_id_rating,rating
4,2,2018-03-11 9:25,2018-03-11 15:22,Series serious impact her cultural happen letter.,Station health particular travel fight campaign.,3,Vancouver,3,lisa.beer,lisa.beer@example.com,9,-1
4,2,2018-03-11 9:25,2018-03-11 15:22,Series serious impact her cultural happen letter.,Station health particular travel fight campaign.,3,Vancouver,3,lisa.beer,lisa.beer@example.com,11,-1
4,2,2018-03-11 9:25,2018-03-11 15:22,Series serious impact her cultural happen letter.,Station health particular travel fight campaign.,3,Vancouver,3,lisa.beer,lisa.beer@example.com,13,1
4,2,2018-03-11 9:25,2018-03-11 15:22,Series serious impact her cultural happen letter.,Station health particular travel fight campaign.,3,Vancouver,3,lisa.beer,lisa.beer@example.com,45,-1
5,2,2018-03-11 9:25,2018-03-11 18:38,Series serious impact her cultural happen letter.,Name force herself nation thing here.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,6,1
5,2,2018-03-11 9:25,2018-03-11 18:38,Series serious impact her cultural happen letter.,Name force herself nation thing here.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,20,1
5,2,2018-03-11 9:25,2018-03-11 18:38,Series serious impact her cultural happen letter.,Name force herself nation thing here.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,29,1
5,2,2018-03-11 9:25,2018-03-11 18:38,Series serious impact her cultural happen letter.,Name force herself nation thing here.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,36,-1
6,3,2018-03-11 20:27,2018-03-11 20:27,Place cup hundred.,Guess serious agent health in analysis kind article pressure bill none and.,4,Victoria,1,agustina.stokes,agustina.stokes@example.com,13,1
6,3,2018-03-11 20:27,2018-03-11 20:27,Place cup hundred.,Guess serious agent health in analysis kind article pressure bill none and.,4,Victoria,1,agustina.stokes,agustina.stokes@example.com,15,1
6,3,2018-03-11 20:27,2018-03-11 20:27,Place cup hundred.,Guess serious agent health in analysis kind article pressure bill none and.,4,Victoria,1,agustina.stokes,agustina.stokes@example.com,23,-1
6,3,2018-03-11 20:27,2018-03-11 20:27,Place cup hundred.,Guess serious agent health in analysis kind article pressure bill none and.,4,Victoria,1,agustina.stokes,agustina.stokes@example.com,29,1
6,3,2018-03-11 20:27,2018-03-11 20:27,Place cup hundred.,Guess serious agent health in analysis kind article pressure bill none and.,4,Victoria,1,agustina.stokes,agustina.stokes@example.com,41,-1
7,4,2018-03-12 4:54,2018-03-12 4:54,Some explain even early enough kitchen.,Institution peace up nature provide off sense card most.,1,British Columbia,1,agustina.stokes,agustina.stokes@example.com,45,1
8,4,2018-03-12 4:54,2018-03-12 20:41,Some explain even early enough kitchen.,Security other community still light care.,1,British Columbia,4,alison.carroll,alison.carroll@example.com,8,1
8,4,2018-03-12 4:54,2018-03-12 20:41,Some explain even early enough kitchen.,Security other community still light care.,1,British Columbia,4,alison.carroll,alison.carroll@example.com,14,1
8,4,2018-03-12 4:54,2018-03-12 20:41,Some explain even early enough kitchen.,Security other community still light care.,1,British Columbia,4,alison.carroll,alison.carroll@example.com,41,1
8,4,2018-03-12 4:54,2018-03-12 20:41,Some explain even early enough kitchen.,Security other community still light care.,1,British Columbia,4,alison.carroll,alison.carroll@example.com,44,-1
9,4,2018-03-12 4:54,2018-03-13 0:59,Some explain even early enough kitchen.,Technology tax wait seem indicate appear wait then.,1,British Columbia,3,lisa.beer,lisa.beer@example.com,9,1
9,4,2018-03-12 4:54,2018-03-13 0:59,Some explain even early enough kitchen.,Technology tax wait seem indicate appear wait then.,1,British Columbia,3,lisa.beer,lisa.beer@example.com,37,-1
9,4,2018-03-12 4:54,2018-03-13 0:59,Some explain even early enough kitchen.,Technology tax wait seem indicate appear wait then.,1,British Columbia,3,lisa.beer,lisa.beer@example.com,43,1
11,6,2018-03-13 15:25,2018-03-13 23:46,Once strategy collection growth.,Break amount fish character approach role break management main.,6,Events,3,lisa.beer,lisa.beer@example.com,43,1
11,6,2018-03-13 15:25,2018-03-13 23:46,Once strategy collection growth.,Break amount fish character approach role break management main.,6,Events,3,lisa.beer,lisa.beer@example.com,47,1
11,6,2018-03-13 15:25,2018-03-13 23:46,Once strategy collection growth.,Break amount fish character approach role break management main.,6,Events,3,lisa.beer,lisa.beer@example.com,49,1
12,7,2018-03-13 18:05,2018-03-13 18:05,Theory good bill fine.,Law either sign here face dog shake into machine just buy him.,3,Vancouver,2,gayle45,gayle45@example.com,1,1
12,7,2018-03-13 18:05,2018-03-13 18:05,Theory good bill fine.,Law either sign here face dog shake into machine just buy him.,3,Vancouver,2,gayle45,gayle45@example.com,16,1
12,7,2018-03-13 18:05,2018-03-13 18:05,Theory good bill fine.,Law either sign here face dog shake into machine just buy him.,3,Vancouver,2,gayle45,gayle45@example.com,17,1
12,7,2018-03-13 18:05,2018-03-13 18:05,Theory good bill fine.,Law either sign here face dog shake into machine just buy him.,3,Vancouver,2,gayle45,gayle45@example.com,28,-1
12,7,2018-03-13 18:05,2018-03-13 18:05,Theory good bill fine.,Law either sign here face dog shake into machine just buy him.,3,Vancouver,2,gayle45,gayle45@example.com,42,-1
13,7,2018-03-13 18:05,2018-03-13 21:25,Theory good bill fine.,Follow develop born leader within serve want want when.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,5,1
13,7,2018-03-13 18:05,2018-03-13 21:25,Theory good bill fine.,Follow develop born leader within serve want want when.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,10,1
13,7,2018-03-13 18:05,2018-03-13 21:25,Theory good bill fine.,Follow develop born leader within serve want want when.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,11,1
13,7,2018-03-13 18:05,2018-03-13 21:25,Theory good bill fine.,Follow develop born leader within serve want want when.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,34,1
13,7,2018-03-13 18:05,2018-03-13 21:25,Theory good bill fine.,Follow develop born leader within serve want want when.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,39,1
13,7,2018-03-13 18:05,2018-03-13 21:25,Theory good bill fine.,Follow develop born leader within serve want want when.,3,Vancouver,4,alison.carroll,alison.carroll@example.com,48,-1
14,7,2018-03-13 18:05,2018-03-14 5:25,Theory good bill fine.,Different administration dog report job soldier finally term.,3,Vancouver,3,lisa.beer,lisa.beer@example.com,29,-1
15,8,2018-03-14 1:58,2018-03-14 1:58,Throughout design drive blood he treat.,Book smile wife page side different world.,7,Movies,2,gayle45,gayle45@example.com,7,1
15,8,2018-03-14 1:58,2018-03-14 1:58,Throughout design drive blood he treat.,Book smile wife page side different world.,7,Movies,2,gayle45,gayle45@example.com,12,1
15,8,2018-03-14 1:58,2018-03-14 1:58,Throughout design drive blood he treat.,Book smile wife page side different world.,7,Movies,2,gayle45,gayle45@example.com,13,1
15,8,2018-03-14 1:58,2018-03-14 1:58,Throughout design drive blood he treat.,Book smile wife page side different world.,7,Movies,2,gayle45,gayle45@example.com,20,1
15,8,2018-03-14 1:58,2018-03-14 1:58,Throughout design drive blood he treat.,Book smile wife page side different world.,7,Movies,2,gayle45,gayle45@example.com,21,1
15,8,2018-03-14 1:58,2018-03-14 1:58,Throughout design drive blood he treat.,Book smile wife page side different world.,7,Movies,2,gayle45,gayle45@example.com,25,1
15,8,2018-03-14 1:58,2018-03-14 1:58,Throughout design drive blood he treat.,Book smile wife page side different world.,7,Movies,2,gayle45,gayle45@example.com,35,1
15,8,2018-03-14 1:58,2018-03-14 1:58,Throughout design drive blood he treat.,Book smile wife page side different world.,7,Movies,2,gayle45,gayle45@example.com,37,1
16,8,2018-03-14 1:58,2018-03-14 13:38,Throughout design drive blood he treat.,Tree future hair line offer four student real popular indicate Democrat member.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,3,-1
16,8,2018-03-14 1:58,2018-03-14 13:38,Throughout design drive blood he treat.,Tree future hair line offer four student real popular indicate Democrat member.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,30,1
16,8,2018-03-14 1:58,2018-03-14 13:38,Throughout design drive blood he treat.,Tree future hair line offer four student real popular indicate Democrat member.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,32,-1
16,8,2018-03-14 1:58,2018-03-14 13:38,Throughout design drive blood he treat.,Tree future hair line offer four student real popular indicate Democrat member.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,36,1
16,8,2018-03-14 1:58,2018-03-14 13:38,Throughout design drive blood he treat.,Tree future hair line offer four student real popular indicate Democrat member.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,48,1
17,8,2018-03-14 1:58,2018-03-15 0:59,Throughout design drive blood he treat.,Data certainly well miss we capital garden move my hope act.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,2,1
17,8,2018-03-14 1:58,2018-03-15 0:59,Throughout design drive blood he treat.,Data certainly well miss we capital garden move my hope act.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,3,-1
17,8,2018-03-14 1:58,2018-03-15 0:59,Throughout design drive blood he treat.,Data certainly well miss we capital garden move my hope act.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,9,-1
17,8,2018-03-14 1:58,2018-03-15 0:59,Throughout design drive blood he treat.,Data certainly well miss we capital garden move my hope act.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,27,1
17,8,2018-03-14 1:58,2018-03-15 0:59,Throughout design drive blood he treat.,Data certainly well miss we capital garden move my hope act.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,29,1
17,8,2018-03-14 1:58,2018-03-15 0:59,Throughout design drive blood he treat.,Data certainly well miss we capital garden move my hope act.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,30,1
17,8,2018-03-14 1:58,2018-03-15 0:59,Throughout design drive blood he treat.,Data certainly well miss we capital garden move my hope act.,7,Movies,1,agustina.stokes,agustina.stokes@example.com,50,1
18,10,2018-03-15 12:58,2018-03-15 12:58,Government hour wrong deep something because.,Include whatever reduce suggest number feeling author reality design person small group.,8,Video Games,2,gayle45,gayle45@example.com,3,1
18,10,2018-03-15 12:58,2018-03-15 12:58,Government hour wrong deep something because.,Include whatever reduce suggest number feeling author reality design person small group.,8,Video Games,2,gayle45,gayle45@example.com,5,1
18,10,2018-03-15 12:58,2018-03-15 12:58,Government hour wrong deep something because.,Include whatever reduce suggest number feeling author reality design person small group.,8,Video Games,2,gayle45,gayle45@example.com,22,1
18,10,2018-03-15 12:58,2018-03-15 12:58,Government hour wrong deep something because.,Include whatever reduce suggest number feeling author reality design person small group.,8,Video Games,2,gayle45,gayle45@example.com,31,1
19,11,2018-03-16 1:13,2018-03-16 1:13,Fish nothing public. Part still first.,Own phone we identify star imagine prevent character among trip or.,10,Uncategorized,5,katrina62,katrina62@example.com,15,1
19,11,2018-03-16 1:13,2018-03-16 1:13,Fish nothing public. Part still first.,Own phone we identify star imagine prevent character among trip or.,10,Uncategorized,5,katrina62,katrina62@example.com,20,1
19,11,2018-03-16 1:13,2018-03-16 1:13,Fish nothing public. Part still first.,Own phone we identify star imagine prevent character among trip or.,10,Uncategorized,5,katrina62,katrina62@example.com,44,1
20,11,2018-03-16 1:13,2018-03-16 7:25,Fish nothing public. Part still first.,Door world yeah return next trouble same do factor toward gas word soon.,10,Uncategorized,5,katrina62,katrina62@example.com,49,1
21,12,2018-03-16 5:09,2018-03-16 5:09,Design dream expect camera rise house upon.,Lead same speech meet run cut station training notice get fear.,5,Real Estate,5,katrina62,katrina62@example.com,38,1
22,13,2018-03-16 6:29,2018-03-16 6:29,Believe remember main center quite.,A major official laugh put million few activity service.,7,Movies,3,lisa.beer,lisa.beer@example.com,21,1
22,13,2018-03-16 6:29,2018-03-16 6:29,Believe remember main center quite.,A major official laugh put million few activity service.,7,Movies,3,lisa.beer,lisa.beer@example.com,28,1
22,13,2018-03-16 6:29,2018-03-16 6:29,Believe remember main center quite.,A major official laugh put million few activity service.,7,Movies,3,lisa.beer,lisa.beer@example.com,38,1
23,13,2018-03-16 6:29,2018-03-16 11:26,Believe remember main center quite.,List different care teach should him imagine.,7,Movies,2,gayle45,gayle45@example.com,11,1
23,13,2018-03-16 6:29,2018-03-16 11:26,Believe remember main center quite.,List different care teach should him imagine.,7,Movies,2,gayle45,gayle45@example.com,18,1
23,13,2018-03-16 6:29,2018-03-16 11:26,Believe remember main center quite.,List different care teach should him imagine.,7,Movies,2,gayle45,gayle45@example.com,23,-1
23,13,2018-03-16 6:29,2018-03-16 11:26,Believe remember main center quite.,List different care teach should him imagine.,7,Movies,2,gayle45,gayle45@example.com,27,1
23,13,2018-03-16 6:29,2018-03-16 11:26,Believe remember main center quite.,List different care teach should him imagine.,7,Movies,2,gayle45,gayle45@example.com,34,-1
23,13,2018-03-16 6:29,2018-03-16 11:26,Believe remember main center quite.,List different care teach should him imagine.,7,Movies,2,gayle45,gayle45@example.com,35,1
23,13,2018-03-16 6:29,2018-03-16 11:26,Believe remember main center quite.,List different care teach should him imagine.,7,Movies,2,gayle45,gayle45@example.com,37,-1
24,14,2018-03-17 1:13,2018-03-17 1:13,Necessary hold no least dark story.,Follow expect soldier she grow item last day hair rich fly.,6,Events,2,gayle45,gayle45@example.com,6,-1
24,14,2018-03-17 1:13,2018-03-17 1:13,Necessary hold no least dark story.,Follow expect soldier she grow item last day hair rich fly.,6,Events,2,gayle45,gayle45@example.com,7,1
24,14,2018-03-17 1:13,2018-03-17 1:13,Necessary hold no least dark story.,Follow expect soldier she grow item last day hair rich fly.,6,Events,2,gayle45,gayle45@example.com,38,-1
24,14,2018-03-17 1:13,2018-03-17 1:13,Necessary hold no least dark story.,Follow expect soldier she grow item last day hair rich fly.,6,Events,2,gayle45,gayle45@example.com,48,1
25,14,2018-03-17 1:13,2018-03-17 10:14,Necessary hold no least dark story.,Open why nearly few cold player indicate social opportunity.,6,Events,5,katrina62,katrina62@example.com,3,-1
25,14,2018-03-17 1:13,2018-03-17 10:14,Necessary hold no least dark story.,Open why nearly few cold player indicate social opportunity.,6,Events,5,katrina62,katrina62@example.com,26,1
25,14,2018-03-17 1:13,2018-03-17 10:14,Necessary hold no least dark story.,Open why nearly few cold player indicate social opportunity.,6,Events,5,katrina62,katrina62@example.com,34,1
25,14,2018-03-17 1:13,2018-03-17 10:14,Necessary hold no least dark story.,Open why nearly few cold player indicate social opportunity.,6,Events,5,katrina62,katrina62@example.com,37,1
25,14,2018-03-17 1:13,2018-03-17 10:14,Necessary hold no least dark story.,Open why nearly few cold player indicate social opportunity.,6,Events,5,katrina62,katrina62@example.com,39,-1
26,14,2018-03-17 1:13,2018-03-17 10:16,Necessary hold no least dark story.,Condition recent charge yourself market prevent cause so.,6,Events,1,agustina.stokes,agustina.stokes@example.com,1,-1
26,14,2018-03-17 1:13,2018-03-17 10:16,Necessary hold no least dark story.,Condition recent charge yourself market prevent cause so.,6,Events,1,agustina.stokes,agustina.stokes@example.com,7,1
26,14,2018-03-17 1:13,2018-03-17 10:16,Necessary hold no least dark story.,Condition recent charge yourself market prevent cause so.,6,Events,1,agustina.stokes,agustina.stokes@example.com,9,-1
26,14,2018-03-17 1:13,2018-03-17 10:16,Necessary hold no least dark story.,Condition recent charge yourself market prevent cause so.,6,Events,1,agustina.stokes,agustina.stokes@example.com,13,-1
27,15,2018-03-17 14:36,2018-03-17 14:36,Skill manage break it manager knowledge.,Why history magazine model debate seven her.,1,British Columbia,3,lisa.beer,lisa.beer@example.com,3,1
27,15,2018-03-17 14:36,2018-03-17 14:36,Skill manage break it manager knowledge.,Why history magazine model debate seven her.,1,British Columbia,3,lisa.beer,lisa.beer@example.com,7,-1
27,15,2018-03-17 14:36,2018-03-17 14:36,Skill manage break it manager knowledge.,Why history magazine model debate seven her.,1,British Columbia,3,lisa.beer,lisa.beer@example.com,36,1
27,15,2018-03-17 14:36,2018-03-17 14:36,Skill manage break it manager knowledge.,Why history magazine model debate seven her.,1,British Columbia,3,lisa.beer,lisa.beer@example.com,37,1
27,15,2018-03-17 14:36,2018-03-17 14:36,Skill manage break it manager knowledge.,Why history magazine model debate seven her.,1,British Columbia,3,lisa.beer,lisa.beer@example.com,39,1
27,15,2018-03-17 14:36,2018-03-17 14:36,Skill manage break it manager knowledge.,Why history magazine model debate seven her.,1,British Columbia,3,lisa.beer,lisa.beer@example.com,47,1
28,16,2018-03-18 11:04,2018-03-18 11:04,Security series fight become. Upon treat even.,Improve produce base account summer might society finish home race song almost.,6,Events,4,alison.carroll,alison.carroll@example.com,3,1
28,16,2018-03-18 11:04,2018-03-18 11:04,Security series fight become. Upon treat even.,Improve produce base account summer might society finish home race song almost.,6,Events,4,alison.carroll,alison.carroll@example.com,17,1
28,16,2018-03-18 11:04,2018-03-18 11:04,Security series fight become. Upon treat even.,Improve produce base account summer might society finish home race song almost.,6,Events,4,alison.carroll,alison.carroll@example.com,28,-1
28,16,2018-03-18 11:04,2018-03-18 11:04,Security series fight become. Upon treat even.,Improve produce base account summer might society finish home race song almost.,6,Events,4,alison.carroll,alison.carroll@example.com,38,1
28,16,2018-03-18 11:04,2018-03-18 11:04,Security series fight become. Upon treat even.,Improve produce base account summer might society finish home race song almost.,6,Events,4,alison.carroll,alison.carroll@example.com,40,1
29,16,2018-03-18 11:04,2018-03-18 12:36,Security series fight become. Upon treat even.,Cell prove eye research well pretty standard hard body.,6,Events,1,agustina.stokes,agustina.stokes@example.com,11,1
29,16,2018-03-18 11:04,2018-03-18 12:36,Security series fight become. Upon treat even.,Cell prove eye research well pretty standard hard body.,6,Events,1,agustina.stokes,agustina.stokes@example.com,14,-1
29,16,2018-03-18 11:04,2018-03-18 12:36,Security series fight become. Upon treat even.,Cell prove eye research well pretty standard hard body.,6,Events,1,agustina.stokes,agustina.stokes@example.com,50,1
30,16,2018-03-18 11:04,2018-03-18 16:33,Security series fight become. Upon treat even.,Class trouble note before certain think see city civil attorney.,6,Events,4,alison.carroll,alison.carroll@example.com,3,1
30,16,2018-03-18 11:04,2018-03-18 16:33,Security series fight become. Upon treat even.,Class trouble note before certain think see city civil attorney.,6,Events,4,alison.carroll,alison.carroll@example.com,5,1
30,16,2018-03-18 11:04,2018-03-18 16:33,Security series fight become. Upon treat even.,Class trouble note before certain think see city civil attorney.,6,Events,4,alison.carroll,alison.carroll@example.com,18,1
30,16,2018-03-18 11:04,2018-03-18 16:33,Security series fight become. Upon treat even.,Class trouble note before certain think see city civil attorney.,6,Events,4,alison.carroll,alison.carroll@example.com,44,-1
31,17,2018-03-19 9:09,2018-03-19 9:09,Your collection message arm.,Painting rich campaign easy likely matter add until.,6,Events,1,agustina.stokes,agustina.stokes@example.com,17,1
31,17,2018-03-19 9:09,2018-03-19 9:09,Your collection message arm.,Painting rich campaign easy likely matter add until.,6,Events,1,agustina.stokes,agustina.stokes@example.com,35,-1
31,17,2018-03-19 9:09,2018-03-19 9:09,Your collection message arm.,Painting rich campaign easy likely matter add until.,6,Events,1,agustina.stokes,agustina.stokes@example.com,47,-1
32,20,2018-03-20 10:21,2018-03-20 10:21,Less rate his bed describe these of.,Treatment point brother offer within chance detail camera Democrat indicate cut unit bad.,4,Victoria,3,lisa.beer,lisa.beer@example.com,3,1
32,20,2018-03-20 10:21,2018-03-20 10:21,Less rate his bed describe these of.,Treatment point brother offer within chance detail camera Democrat indicate cut unit bad.,4,Victoria,3,lisa.beer,lisa.beer@example.com,16,-1
32,20,2018-03-20 10:21,2018-03-20 10:21,Less rate his bed describe these of.,Treatment point brother offer within chance detail camera Democrat indicate cut unit bad.,4,Victoria,3,lisa.beer,lisa.beer@example.com,29,-1
32,20,2018-03-20 10:21,2018-03-20 10:21,Less rate his bed describe these of.,Treatment point brother offer within chance detail camera Democrat indicate cut unit bad.,4,Victoria,3,lisa.beer,lisa.beer@example.com,30,-1
32,20,2018-03-20 10:21,2018-03-20 10:21,Less rate his bed describe these of.,Treatment point brother offer within chance detail camera Democrat indicate cut unit bad.,4,Victoria,3,lisa.beer,lisa.beer@example.com,42,-1
32,20,2018-03-20 10:21,2018-03-20 10:21,Less rate his bed describe these of.,Treatment point brother offer within chance detail camera Democrat indicate cut unit bad.,4,Victoria,3,lisa.beer,lisa.beer@example.com,44,1
32,20,2018-03-20 10:21,2018-03-20 10:21,Less rate his bed describe these of.,Treatment point brother offer within chance detail camera Democrat indicate cut unit bad.,4,Victoria,3,lisa.beer,lisa.beer@example.com,46,1
33,21,2018-03-20 13:24,2018-03-20 13:24,Network anything break account.,Bag treat light energy girl federal east.,3,Vancouver,5,katrina62,katrina62@example.com,14,1
33,21,2018-03-20 13:24,2018-03-20 13:24,Network anything break account.,Bag treat light energy girl federal east.,3,Vancouver,5,katrina62,katrina62@example.com,17,1
33,21,2018-03-20 13:24,2018-03-20 13:24,Network anything break account.,Bag treat light energy girl federal east.,3,Vancouver,5,katrina62,katrina62@example.com,43,-1
34,22,2018-03-20 14:19,2018-03-20 14:19,All law admit could.,Which since two live forget little should.,2,Entertainment,6,brenna.langworth,brenna.langworth@example.com,2,1
34,22,2018-03-20 14:19,2018-03-20 14:19,All law admit could.,Which since two live forget little should.,2,Entertainment,6,brenna.langworth,brenna.langworth@example.com,42,-1
35,22,2018-03-20 14:19,2018-03-21 2:58,All law admit could.,Reveal authority prove including because beyond choose.,2,Entertainment,5,katrina62,katrina62@example.com,4,1
35,22,2018-03-20 14:19,2018-03-21 2:58,All law admit could.,Reveal authority prove including because beyond choose.,2,Entertainment,5,katrina62,katrina62@example.com,29,-1
35,22,2018-03-20 14:19,2018-03-21 2:58,All law admit could.,Reveal authority prove including because beyond choose.,2,Entertainment,5,katrina62,katrina62@example.com,33,1
36,22,2018-03-20 14:19,2018-03-21 5:26,All law admit could.,Television will race free summer heart lose last role.,2,Entertainment,5,katrina62,katrina62@example.com,26,1
36,22,2018-03-20 14:19,2018-03-21 5:26,All law admit could.,Television will race free summer heart lose last role.,2,Entertainment,5,katrina62,katrina62@example.com,30,1
36,22,2018-03-20 14:19,2018-03-21 5:26,All law admit could.,Television will race free summer heart lose last role.,2,Entertainment,5,katrina62,katrina62@example.com,41,-1
37,23,2018-03-20 21:05,2018-03-20 21:05,First exist send TV.,Answer trip doctor study also type certain month else as crime much.,7,Movies,4,alison.carroll,alison.carroll@example.com,16,-1
37,23,2018-03-20 21:05,2018-03-20 21:05,First exist send TV.,Answer trip doctor study also type certain month else as crime much.,7,Movies,4,alison.carroll,alison.carroll@example.com,30,1
37,23,2018-03-20 21:05,2018-03-20 21:05,First exist send TV.,Answer trip doctor study also type certain month else as crime much.,7,Movies,4,alison.carroll,alison.carroll@example.com,31,1
37,23,2018-03-20 21:05,2018-03-20 21:05,First exist send TV.,Answer trip doctor study also type certain month else as crime much.,7,Movies,4,alison.carroll,alison.carroll@example.com,35,1
37,23,2018-03-20 21:05,2018-03-20 21:05,First exist send TV.,Answer trip doctor study also type certain month else as crime much.,7,Movies,4,alison.carroll,alison.carroll@example.com,39,-1
38,23,2018-03-20 21:05,2018-03-21 7:39,First exist send TV.,Scientist thousand administration that control outside network billion later firm involve improve value.,7,Movies,6,brenna.langworth,brenna.langworth@example.com,30,1
38,23,2018-03-20 21:05,2018-03-21 7:39,First exist send TV.,Scientist thousand administration that control outside network billion later firm involve improve value.,7,Movies,6,brenna.langworth,brenna.langworth@example.com,46,1
39,24,2018-03-21 20:26,2018-03-21 20:26,Carry scene full.,Star fish reason view hold fund Republican hard prove pay.,9,Cars,1,agustina.stokes,agustina.stokes@example.com,14,-1
39,24,2018-03-21 20:26,2018-03-21 20:26,Carry scene full.,Star fish reason view hold fund Republican hard prove pay.,9,Cars,1,agustina.stokes,agustina.stokes@example.com,37,1
40,24,2018-03-21 20:26,2018-03-22 11:22,Carry scene full.,Dark appear through man weight own Mrs since.,9,Cars,1,agustina.stokes,agustina.stokes@example.com,4,1
40,24,2018-03-21 20:26,2018-03-22 11:22,Carry scene full.,Dark appear through man weight own Mrs since.,9,Cars,1,agustina.stokes,agustina.stokes@example.com,6,1
40,24,2018-03-21 20:26,2018-03-22 11:22,Carry scene full.,Dark appear through man weight own Mrs since.,9,Cars,1,agustina.stokes,agustina.stokes@example.com,9,1
40,24,2018-03-21 20:26,2018-03-22 11:22,Carry scene full.,Dark appear through man weight own Mrs since.,9,Cars,1,agustina.stokes,agustina.stokes@example.com,14,1
40,24,2018-03-21 20:26,2018-03-22 11:22,Carry scene full.,Dark appear through man weight own Mrs since.,9,Cars,1,agustina.stokes,agustina.stokes@example.com,19,1
40,24,2018-03-21 20:26,2018-03-22 11:22,Carry scene full.,Dark appear through man weight own Mrs since.,9,Cars,1,agustina.stokes,agustina.stokes@example.com,36,-1
40,24,2018-03-21 20:26,2018-03-22 11:22,Carry scene full.,Dark appear through man weight own Mrs since.,9,Cars,1,agustina.stokes,agustina.stokes@example.com,43,-1
